COCO_val2014_000000217153#0	一个男人和一个女人穿着军装玩手机。
COCO_val2014_000000408098#0	一把深色的雨伞挂在野外的木架上
COCO_val2014_000000284106#0	盘在中有一碗米饭、一杯水和一盘食物
COCO_train2014_000000546159#0	一个玩滑板的男人正从滑板上摔下来
COCO_train2014_000000314187#0	桌上摆放了许多盘披萨和一盘汉堡
COCO_train2014_000000257928#0	两个小男孩正在客厅里玩体感游戏
COCO_val2014_000000011262#0	杂乱的桌上放着一些书、许多瓶子和一把剪刀
COCO_train2014_000000016169#0	一个穿着大衣的男人抱着一个风筝
COCO_val2014_000000075375#0	许多人在海里靠风筝的牵引冲浪
COCO_train2014_000000522135#0	电脑桌前堆着许多书，桌上有一台电脑
COCO_train2014_000000168779#0	一位老人正拎着口袋穿过行驶在公交车的街道
COCO_val2014_000000200058#0	一个穿着深色上衣和条纹长裤的人在雪地里滑雪
COCO_train2014_000000204216#0	一列黄色和蓝色的火车正驶入站台
COCO_val2014_000000511236#0	透明的橱窗里展示着一个马桶
COCO_train2014_000000189469#0	一架白色机身蓝色尾翼的飞机在空中飞行
COCO_train2014_000000564557#0	客厅中摆放着一个蓝色沙发、一张茶几、几张椅子和一个壁炉
COCO_train2014_000000136027#0	彩色的餐盘里装着一块烤肉、几个西兰花和许多通心粉
COCO_train2014_000000055809#0	一个男人正在路上玩滑板，旁边跟着一只狗
COCO_val2014_000000398309#0	一个男人在正在滑板场地里玩滑板
COCO_train2014_000000194416#0	草地中的一棵树下有一张木制的长椅
COCO_train2014_000000144391#0	一名网球运动员正坐在场边休息
COCO_val2014_000000109798#0	盘子上面放着许多个甜甜圈
COCO_train2014_000000063421#0	道路旁停放着许多辆摩托车
COCO_val2014_000000272857#0	柱子上有绿色和白色两个路牌
COCO_train2014_000000333302#0	一个穿着红色格子衬衫的男人站在甜甜圈店招牌下
COCO_val2014_000000235130#0	一名全身穿着黑色的滑雪者在雪地里
COCO_train2014_000000403286#0	一架三角形机翼的飞机停在空地上
COCO_train2014_000000234527#0	一名棒球运动员挥棒击球的瞬间
COCO_val2014_000000076107#0	水中一艘小船上站着几只白色的鸟
COCO_train2014_000000269183#0	一位红色头发的女人撑着伞走在街道上
COCO_val2014_000000350522#0	一只黑色和白色的猫趴在花盆里
COCO_train2014_000000523346#0	两个人站在一架小型飞机前
COCO_train2014_000000324732#0	一名女人站在商场的冰箱前
COCO_train2014_000000113598#0	一个男人在城市里的河流中划船
COCO_val2014_000000253819#0	一个男人在有积雪的路边玩滑板
COCO_val2014_000000377091#0	盘子里有一个三明治、许多蔬菜和一杯咖啡
COCO_train2014_000000209816#0	铁轨上停着两辆蓝色和黄色的火车
COCO_train2014_000000286793#0	三匹马在灌木丛旁的草地上吃草
COCO_train2014_000000206109#0	一只黑色的小鸟站在雪地里正在吃一个苹果
COCO_train2014_000000291117#0	几只大象在小溪边的草地上散步
COCO_train2014_000000181564#0	路边一辆正在进站的公交车
COCO_val2014_000000028273#0	一只棕黑色的猫坐在一个打开的背包里
COCO_train2014_000000203730#0	一个女人正在厨房里烹饪食物
COCO_train2014_000000462988#0	河边有一辆红白相间的船和一辆卡车
COCO_val2014_000000263929#0	广阔的田野上有许多牛在吃草
COCO_train2014_000000160403#0	田野上有几个人在放风筝。
COCO_train2014_000000416622#0	一个男人正在展示食物，包括热狗、黄瓜、薯条
COCO_train2014_000000525501#0	阳光下一个人正在海滩上玩飞碟
COCO_train2014_000000205613#0	一个女人骑着自行车，载着另一个打着伞的女人
COCO_val2014_000000466585#0	有许多人在海滩上散步和休息
COCO_train2014_000000348593#0	橱柜里嵌着一个烤箱的特写
COCO_train2014_000000268306#0	一辆黑色的摩托车停在展厅里
COCO_train2014_000000309720#0	一个白色的盘子里放着一个三明治和两片橙子
COCO_train2014_000000245371#0	一个干净整洁的浴室，有水槽、镜子和马桶
COCO_train2014_000000525265#0	一个干净整洁的浴室，有洗手池、镜子和马桶
COCO_train2014_000000348116#0	两个运动员从山坡上滑雪而下
COCO_train2014_000000541450#0	一份有西蓝花和蟹棒的沙拉
COCO_val2014_000000209685#0	一只黑灰色的小鸟站在树枝的一端
COCO_train2014_000000230745#0	一个写着字的白色蛋糕放在桌子上
COCO_train2014_000000273029#0	一个披萨饼放在桌子上的盘子里
COCO_val2014_000000020334#0	一个人踩着滑雪板坐在雪地上，看着前面的一群滑雪者
COCO_train2014_000000542820#0	一个男人拿着饮料在街道上玩滑板
COCO_train2014_000000319917#0	一张桌子上放着各种各样的物品
COCO_val2014_000000249276#0	一个男人拿着一个网球拍，和一群人站在屋里
COCO_val2014_000000057542#0	一个女人坐在桌子旁看菜单
COCO_val2014_000000408208#0	一个滑雪运动员在空中做特技
COCO_val2014_000000081054#0	一辆灰色的汽车停在路边，旁边还有一辆绿色的汽车
COCO_train2014_000000216387#0	一个建筑物前的红绿灯和标识牌
COCO_val2014_000000205247#0	一辆印着广告的公共汽车停靠在路边
COCO_val2014_000000479350#0	三个小女孩坐在桌子旁边吃蛋糕
COCO_val2014_000000459954#0	一个杂乱的房间里有许多电器设备，里面站着一个人
COCO_train2014_000000408190#0	一个裸着上身的男人在海上冲浪
COCO_val2014_000000118405#0	一个建筑物前有一个标识牌
COCO_val2014_000000431545#0	一个棒球运动员在棒球场上跑动
COCO_train2014_000000121884#0	街道上有一栋图书馆，门口停着一辆汽车和一辆摩托车
COCO_train2014_000000435743#0	一个撑着雨伞的女人走在街道上
COCO_val2014_000000192676#0	大玻璃柜里有一头北极熊的模型
COCO_train2014_000000269590#0	一只长颈鹿在广阔的草地上散步
COCO_train2014_000000545781#0	一辆摩托车拆开之后的一部分的特写镜头
COCO_val2014_000000521863#0	一个男人在有许多人的街道上玩滑板
COCO_train2014_000000242597#0	一瓶红色郁金香的特写镜头
COCO_val2014_000000021614#0	一个盘子里装满了各种各样的食物
COCO_train2014_000000111635#0	沙滩上有许多人支着遮阳伞在休息
COCO_val2014_000000485740#0	街道拐角处有许多人在行走
COCO_train2014_000000455696#0	停机坪上停着一架白色的飞机
COCO_val2014_000000486306#0	桌子上放着各种各样的厨具
COCO_train2014_000000489183#0	一只黑色的熊站在树林中的一个树桩旁
COCO_train2014_000000074572#0	两个小孩子在房子前的空地上玩耍
COCO_train2014_000000505579#0	一群人骑着摩托车在街道上行驶
COCO_val2014_000000378614#0	两张饼的图片放在一瓶酒旁边
COCO_train2014_000000420161#0	一个人手里拿着一个甜甜圈
COCO_val2014_000000130966#0	一头黑色的牛站在树林里，旁边放着一个玩具熊
COCO_train2014_000000305665#0	一个绿色的榨汁机正在工作
COCO_train2014_000000082568#0	一只黑白相间的猫坐在一个玻璃的桌子上
COCO_train2014_000000323093#0	几只鸟树林附近的空中飞翔的剪影
COCO_train2014_000000564687#0	一群棕色的奶牛站在草地上
COCO_val2014_000000248297#0	一匹棕色的马和一匹黑色的马在雪地里行走
COCO_train2014_000000521726#0	街道建筑物旁有一个红绿灯
COCO_train2014_000000556372#0	一辆黄绿色的货运火车在铁轨上行驶
COCO_train2014_000000058102#0	一个干净整洁的厨房里有浅棕色的橱柜
COCO_val2014_000000062937#0	一个厨房的柜台上放着许多调料瓶和烤箱
COCO_train2014_000000099900#0	一个男人正在闻一个电子设备
COCO_train2014_000000217043#0	两个画着奔马图的陶瓷花瓶
COCO_train2014_000000288982#0	一只黑白相间的猫抱着一个酒瓶
COCO_train2014_000000296235#0	一群绵羊在草地上吃草，旁边还有一群鸭子
COCO_val2014_000000470714#0	一个女孩抱着一只长颈鹿的头
COCO_train2014_000000398858#0	一个女人躺在花丛前面的长椅上
COCO_train2014_000000460326#0	一群滑雪者和一群穿着玩偶服的人站在雪地上合影
COCO_train2014_000000331992#0	几个滑雪运动员正在进行比赛
COCO_val2014_000000404349#0	一只猫躺在一个放有玩偶的篮子里
COCO_train2014_000000458123#0	傍晚的机场上停靠着许多飞机
COCO_val2014_000000576398#0	一只白色的鸟在水上煽动着翅膀
COCO_val2014_000000207151#0	一个菜板上放着一个没吃完的披萨饼
COCO_val2014_000000165014#0	桌子上放着两盘食物和一个绿色的杯子
COCO_train2014_000000104559#0	一辆红色的公共汽车在马路上行驶
COCO_train2014_000000104718#0	整洁的厕所里有一个白色马桶
COCO_val2014_000000109873#0	一只长颈鹿弯着脖子站在一堵墙旁边
COCO_val2014_000000429025#0	夜晚马路边的路灯下有几个行人在行走
COCO_train2014_000000518410#0	一个戴着帽子的男人盯着手中的东西在笑
COCO_val2014_000000260966#0	草坪旁放置着一个金属柱子，顶端是一个钟表
COCO_train2014_000000177532#0	一只白色的小狗坐在一只白色的布偶熊旁边
COCO_train2014_000000504974#0	一只海鸥站在海边的码头上的特写照片
COCO_val2014_000000316240#0	一张许多风景的图片拼在一起的图片
COCO_train2014_000000492155#0	一只绵羊在羊群中的特写照片
COCO_train2014_000000487489#0	一只长颈鹿站在空旷的草原上
COCO_train2014_000000553100#0	黑白照片中一个女人正在打棒球
COCO_train2014_000000282994#0	房间里的双人床上放着一台笔记本电脑
COCO_val2014_000000304069#0	一辆白色的汽车停靠在街道旁边
COCO_train2014_000000242973#0	一辆蓝灰红色相间的火车在铁轨上行驶
COCO_val2014_000000298440#0	一架白色的飞机在蓝天上飞行
COCO_val2014_000000162523#0	一个戴着红色帽子的男人在滑板场玩滑板
COCO_val2014_000000540556#0	一个黑衣服的男人在滑板场玩滑板
COCO_train2014_000000403580#0	一个小女孩拿着一个咬了两个圈的面包当面具
COCO_val2014_000000520727#0	一只斑马在草地上吃草，一只长颈鹿站在树荫下
COCO_train2014_000000456003#0	一只狗趴在红色沙发上的两本书后面
COCO_train2014_000000217238#0	一个搅拌机放在厨房的炉子旁边
COCO_train2014_000000330298#0	一只黑白相间的狗站在草地上
COCO_train2014_000000242612#0	一个戴着帽子的老人站在草丛旁打电话
COCO_val2014_000000464831#0	几个人在会议室里围成一圈开会
COCO_train2014_000000151581#0	一个人拿着一个黄色的飞盘在和狗玩
COCO_val2014_000000422686#0	一个带着蓝色帽子的男人在滑板场玩滑板
COCO_train2014_000000468280#0	草堆的羊圈里站着几只绵羊
COCO_val2014_000000092091#0	一个小女孩在咬一个绿色的大牙刷
COCO_train2014_000000580919#0	三个人带着一只狗站在海边的沙滩上
COCO_train2014_000000249309#0	空旷的马路中央有一个交通灯
COCO_train2014_000000453421#0	棒球赛场上棒球队员正在进行棒球比赛
COCO_train2014_000000317322#0	一个蓝白相间的火车在铁轨上行驶
COCO_val2014_000000092768#0	一个男人坐在路边的长椅上弹吉他
COCO_train2014_000000376776#0	一个男人在厨房里准备食物
COCO_train2014_000000328179#0	一个小孩在海边的沙滩上放风筝
COCO_val2014_000000295576#0	一个带着墨镜的男人手里拿着一盒甜甜圈
COCO_train2014_000000504191#0	一只鸟栖息在树下的窗台上
COCO_train2014_000000152693#0	一间有很多白色家具的房间
COCO_val2014_000000114759#0	一个男性网球运动员在球场上打网球
COCO_train2014_000000234600#0	一艘船停靠在站着许多游客的码头
COCO_val2014_000000297314#0	一个棒球运动员在球场上准备投球
COCO_train2014_000000329963#0	三只长颈鹿站在动物园的围栏里
COCO_val2014_000000430856#0	一群绵阳站在草地上的围栏里
COCO_val2014_000000268229#0	一张黑色的大床旁边有一双黑色的高跟鞋
COCO_train2014_000000417701#0	一列画着紫色涂鸦的火车停在铁轨上
COCO_train2014_000000442312#0	两头牛在有许多人的街道上行走
COCO_train2014_000000071214#0	一堆桔子里有一个画着魔鬼表情的桔子
COCO_train2014_000000235700#0	一只黑棕色相间和一只棕色的猫卷缩在床上睡觉
COCO_train2014_000000413572#0	一个拥挤的的厨房里摆放着各种各样的厨具
COCO_train2014_000000395092#0	草地上有许多人在放风筝以及氢气球
COCO_train2014_000000564015#0	街道上停着两辆黄色载着乘客的公交车
COCO_train2014_000000357975#0	一个手里拿着绿色植物的金色头发小女孩
COCO_train2014_000000448475#0	一个街道上并排停着许多汽车
COCO_train2014_000000577637#0	一个穿着灰色卫衣的男人正在看手机
COCO_train2014_000000547722#0	草坪上两个棒球运动员正准备击球
COCO_val2014_000000224138#0	一个红色的盘子里放着一块巧克力蛋糕
COCO_train2014_000000520475#0	一个人正坐在公园里湖边的长椅上
COCO_train2014_000000361842#0	两只马正在树木丛边的草坪上吃草
COCO_train2014_000000023631#0	一个人正骑着摩托车跨过轮胎组成的障碍物
COCO_train2014_000000036653#0	一个穿着黄色衣服的小男孩拿着遥控器站在沙发旁边
COCO_val2014_000000414736#0	一个穿着蓝色衣服的男人手里拿着一根香蕉
COCO_train2014_000000527899#0	一个手里拿着绿色风筝的女人和两个小孩走在街道上
COCO_train2014_000000148462#0	一架飞机正在布满霞光的天空中飞行
COCO_train2014_000000561495#0	一个裸体动漫女性躺在床上
COCO_train2014_000000471202#0	一个干净的浴室里有一个白色的洗手池
COCO_val2014_000000280413#0	一个白色和红色的建筑物前有一个门店标识
COCO_train2014_000000169262#0	红色的桌子上玻璃花瓶中插着一束花
COCO_train2014_000000102942#0	几个推着行李箱的人正在机场里排队
COCO_train2014_000000371482#0	一个灰绿色的路灯竖立在街道旁边
COCO_train2014_000000176746#0	盘子里放着一块撒着蔬菜的披萨饼
COCO_train2014_000000049553#0	公路上有一辆红色的小轿车在行驶
COCO_train2014_000000559151#0	一只斑马在站在河里面喝水
COCO_train2014_000000235543#0	一个穿着黑色衣服的小男孩坐在桌子的蛋糕旁边
COCO_val2014_000000170852#0	一个穿着黑色泳衣的男人在海上冲浪
